,id,sort,category_id,name,thumbnail,price,barcode,description,full_description,description_data,description_url,promotion_price,message_product,product_sponsor,message_id,hour_delivery,dynamic_link,detail_note,short_detail_note,frame
10,6438,3412,18,Dầu gội Rejoice siêu mượt 650g - 51734,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00035625-0.png?v=9,133300,4902430451734,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=6438,,,False,0.0,0,https://appbigc.page.link/yzfxBiskquYKCz6P7,,,
11,312122,3413,18,Dầu gội Olive dưỡng tóc bồng bềnh 650ml - 72190,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00574332-1.png?v=9,173000,8936065072190,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=312122,,,False,0.0,0,https://appbigc.page.link/hcdEYTLmnHT7JKzQ9, , ,
12,173056,3414,18,Dầu gội Sunsilk óng mượt rạng ngời 320g - 13621,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00063188-0.png?v=9,73500,8934868113621,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=173056,,,False,0.0,0,https://appbigc.page.link/ARWvUi5k61x1trii6,,,
13,238674,3415,18,Dầu gội Sunsilk mềm mượt diệu kỳ 320g - 17905,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00063189-0.png?v=9,73500,8934868017905,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=238674,,,False,0.0,0,https://appbigc.page.link/3XokCaqyZCNkKoVr9,,,
14,172970,3416,18,Dầu gội Sunsilk óng mượt rạng ngời 170g - 13614,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00065456-0.png?v=9,41400,8934868113614,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=172970,,,False,0.0,0,https://appbigc.page.link/NxE9d69wZUUciYjAA,,,
0,7934,3417,18,Dầu gội Rejoice 3 trong 1 650g - 68769,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00186910-0.png?v=9,133300,4902430268769,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7934,,,False,0.0,0,https://appbigc.page.link/6YPXzrwr899QdYWL6, , ,
1,278399,3418,18,Dầu gội Sunsilk mềm mượt diệu kỳ 170g - 17899,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00065460-0.png?v=9,41400,8934868017899,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=278399,,,False,0.0,0,https://appbigc.page.link/ks6JDiAJnWwQy9Qd6,,,
2,7584,3419,18,Dầu gội Rejoice siêu mềm mượt 1.8L - 73975,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00946883-1.png?v=9,334200,4902430373975,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7584,,,False,0.0,0,https://appbigc.page.link/1Tugz8fbmSf2w6aC6, , ,
3,7950,3420,18,Dầu gội Rejoice ngăn rụng tóc 650g - 67964,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00127254-0.png?v=9,133300,4902430467964,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7950,,,False,0.0,0,https://appbigc.page.link/mpbNNa8dnb6vpV9D7, , ,
4,37816,3421,18,Dầu Gội Rejoice Hương Dâu Tây 632ml - 25150,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00946887-1.png?v=9,134300,4902430925150,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=37816,,,False,0.0,0,https://appbigc.page.link/2K4bfDWE65ueHXo76, , ,
5,238673,3422,18,Dầu gội Purité Hoa Anh Đào 600ml - 74200,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00985725-1.png?v=9,164700,8936065074200,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=238673,,,False,,0,https://appbigc.page.link/m81fnwjygvra3NnW6,,,
6,7840,3423,18,Dầu gội Rejoice Hoa Hồng 632ml - 62622,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00853136-1.png?v=9,134300,4902430862622,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7840,,,False,,0,https://appbigc.page.link/PPfir5FJYigZ3uqFA, , ,
7,7905,3424,18,Dầu gội Rejoice Hoa LiLy 632ml - 62653,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00678978-1.png?v=9,134300,4902430862653,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7905,,,False,0.0,0,https://appbigc.page.link/3xADZ8GkQJHNetU26, , ,
8,7828,3425,18,Dầu gội Rejoice sạch gàu 1.8L - 74019,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00946884-1.png?v=9,334200,4902430374019,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7828,,,False,0.0,0,https://appbigc.page.link/dCgkxZqR2VaSBWk76, , ,
9,37817,3426,18,Dầu gội Rejoice Hoa Mẫu Đơn 632ml - 62646,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00678977-1.png?v=9,134300,4902430862646,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=37817,,,False,,0,https://appbigc.page.link/wR5zT8KWyGNLkQ7r5, , ,
10,278162,3427,18,Dầu gội Purite hoa hồng 600ml - 74224,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00985726-1.png?v=9,164700,8936065074224,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=278162,,,False,,0,https://appbigc.page.link/yVpmhbQ3fhryTzUK6,,,
11,312102,3428,18,Dầu gội Elastine Pure Breeze 600ml - 20406,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00586665-1.png?v=9,109300,8935030220406,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=312102,,,False,,0,https://appbigc.page.link/GyvjbYr1Nn2xddnv7,,,
12,312103,3429,18,Dầu gội Elastine Kiss The Rose 600ml - 20420,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00586666-1.png?v=9,109500,8935030220420,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=312103,,,False,,0,https://appbigc.page.link/ocHndLjozZ85wy8C6,,,
13,312101,3430,18,Dầu gội Elastine Love Me 600ml - 20383,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00586664-1.png?v=9,109300,8935030220383,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=312101,,,False,,0,https://appbigc.page.link/iaQJCGNBrPXUTrk89,,,
14,448003,3434,18,Dầu gội Rejoice hoa mẫu đơn 340ml - 54781,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00678976-1.png?v=9,79100,4902430754781,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=448003,,,False,,0,https://appbigc.page.link/1Jz3LAuHibwsXKbn8, , ,
0,452299,3435,18,Dầu gôi Olive dưỡng tóc bồng bềnh 1L - 74163,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/01014588-1.png?v=9,222600,8936065074163,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=452299,,,False,,0,https://appbigc.page.link/DySjTbBViYnjcHhZ7, , ,
1,452300,3436,18,Dầu gôi Olive chắc khỏe 1L - 74156,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/01014589-1.png?v=9,222600,8936065074156,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=452300,,,False,,0,https://appbigc.page.link/S4pDvLTQsVT1uPnz6, , ,
2,8030,3600,18,Dầu gội Dove óng mềm tự nhiên 650g - 39874,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00860909-1.png?v=9,128900,8934868139874,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8030,160100.0,,False,0.0,0,https://appbigc.page.link/EK5gkJbMVcRREtSW9,Tặng 1 gói băng vệ sinh Diana khi mua combo gội xả<br>- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.<br>- Giới hạn tối đa 3 quà tặng/1 khách hàng.,Tặng 1 gói băng vệ sinh Diana khi mua combo gội xả- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.- Giới hạn tối đa 3 quà tặng/1 khách hàng.,
3,8040,3601,18,Dầu gội Dove vào nếp tự nhiên 650g - 39911,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00860908-1.png?v=9,128900,8934868139911,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8040,160100.0,,False,0.0,0,https://appbigc.page.link/X8oHrN2uwPztt98C8,Tặng 1 gói băng vệ sinh Diana khi mua combo gội xả<br>- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.<br>- Giới hạn tối đa 3 quà tặng/1 khách hàng.,Tặng 1 gói băng vệ sinh Diana khi mua combo gội xả- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.- Giới hạn tối đa 3 quà tặng/1 khách hàng.,
4,172718,3602,18,Dầu gội phục hồi ngăn rụng tóc Tsubaki 490ml - 66146,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00945632-1.png?v=9,183100,4901872466146,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=172718,,,False,,0,https://appbigc.page.link/T7PYAAcSogE6V5zy5, , ,
5,7643,3605,18,Dầu gội Sunsilk Natural bưởi dưỡng ngăn gãy rụng 650g - 42515,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00880457-1.png?v=9,133400,8934868142515,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7643,,,False,0.0,0,https://appbigc.page.link/V3X4bGJRbANp6Qxv6, , ,
6,7597,3606,18,Dầu gội Sunsilk mềm mượt 650g - 42553,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00880459-1.png?v=9,133400,8934868142553,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7597,,,False,0.0,0,https://appbigc.page.link/wNN6bs5DUop6zcEV9, , ,
7,8026,3607,18,Dầu gội dưỡng tóc bóng mượt Tsubaki 490ml - 66023,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00945630-1.png?v=9,183100,4901872466023,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8026,,,False,,0,https://appbigc.page.link/nuPWymorvBkVthgR8, , ,
8,8020,3609,18,Dầu gội Beauty&Planet hồng cho tóc nhuộm 400ml - 33001,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00835223-1.png?v=9,151800,8886467033001,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8020,,,False,0.0,0,https://appbigc.page.link/CtrYKt7TGsdnPcP2A,,,
9,37466,3611,18,Dầu gội Beauty&Planet xanh dương bồng bềnh 400ml - 33025,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00835226-1.png?v=9,151500,8886467033025,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=37466,,,False,0.0,0,https://appbigc.page.link/FnzVnHiWNfPgrSVZ7,,,
10,37465,3612,18,Dầu gội Love Beauty&Planet xanh lá Detox 400ml - 33018,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00835227-1.png?v=9,151800,8886467033018,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=37465,,,False,0.0,0,https://appbigc.page.link/PnHmTCcByJ6utRK49,,,
11,8004,3613,18,Dầu gội Love Beauty & Planet phục hồi hư tổn 400ml - 33049,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00835225-1.png?v=9,151500,8886467033049,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8004,,,False,,0,https://appbigc.page.link/zRoNQ8GtWHE3Ew4e8,,,
12,7931,3617,18,Dầu gội Elastine silk repair Perfect shinning 550ml - 15720,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00973291-1.png?v=9,112800,8801051015720,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7931,118700.0,,False,0.0,0,https://appbigc.page.link/8NJkQEeUoLcazT6r6, , ,
13,7841,3618,18,Dầu gội Elastine silk repair hương hoa anh đào 550ml - 15744,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00973295-1.png?v=9,112800,8801051015744,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7841,118700.0,,False,,0,https://appbigc.page.link/2HTsGN5jDn4341CG8, , ,
14,347417,3622,18,Dầu Gội Sạch Sâu Và Thanh Mát 50 Megumi Fresh And Clean Shampoo 400ml - 49643,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00973276-1-1.png?v=9,230000,4987241149643,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=347417,,,False,,0,https://appbigc.page.link/bZPRV587hJdhqBYQ9,,,
0,347419,3629,18,Dầu Gội Mềm Mượt Và Dưỡng Ẩm 50 Megumi Smooth And Moist Shampoo 400ml - 49629,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00973278-1-1.png?v=9,230000,4987241149629,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=347419,,,False,,0,https://appbigc.page.link/2WAAqP2mwSNiAVK28,,,
1,7863,3802,18,Dầu Gội Thảo Dược Clear Sạch Gàu Cho Da Đầu Yếu 900G - 34145,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00770509-1.png?v=9,228200,8934868134145,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7863,,,False,0.0,0,https://appbigc.page.link/51FnKjsoksGohhkB8, , ,
2,7980,3803,18,Dầu gội Clear bạc hà 1.4kg - 32615,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00401037-1.png?v=9,248900,8934868132615,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7980,315600.0,,False,0.0,0,https://appbigc.page.link/scByvTSoQcQzkxGo7, , ,
3,7629,3804,18,Dầu gội H&S bạc hà 850ml - 07901,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00574345-1.png?v=9,223400,4902430307901,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7629,,,False,0.0,0,https://appbigc.page.link/Pq8Zxgxi2tdwttG16, , ,
4,7672,3805,18,Dầu gội H&S bạc hà 1.2L - 59809,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00574344-1.png?v=9,296900,4902430759809,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7672,,,False,0.0,0,https://appbigc.page.link/muu973BVweVmtu9r7, , ,
5,7923,3806,18,Dầu gội Head & Shoulder bạc hà mát rượi 625ml - 79809,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00063773-0.png?v=9,172500,4902430379809,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7923,,,False,0.0,0,https://appbigc.page.link/JpEBEwvnY9NpnYSb6, , ,
6,7622,3807,18,Dầu Gội Sạch Gàu Clear Hoa Anh Đào Băng Lạnh Thơm Mát 630G - 42638,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00337461-1.png?v=9,129900,8934868142638,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7622,160100.0,,False,0.0,0,https://appbigc.page.link/Jn9sBKHuBnwz9h8q7,Tặng 1 băng vệ sinh Diana<br>- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.<br>- Giới hạn tối đa 3 quà tặng/1 khách hàng.,Tặng 1 băng vệ sinh Diana- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.- Giới hạn tối đa 3 quà tặng/1 khách hàng.,
7,7906,3808,18,Dầu Gội Thảo Dược Clear Sạch Gàu Cho Da Đầu Yếu 630G - 42584,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00551464-1.png?v=9,182200,8934868142584,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7906,,,False,0.0,0,https://appbigc.page.link/G9bJQHD8sPTEN9J18, , ,
8,7951,3810,18,Dầu gội Head&Shoulders băng lạnh 800ml - 65869,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00835250-1.png?v=9,195000,4902430865869,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7951,,,False,0.0,0,https://appbigc.page.link/Q7HYrxwB1WKKM6im8, , ,
9,8006,3811,18,Dầu gội Head&Shoulders dưỡng chất ngăn rụng tóc 625ml  - 45350,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00063775-0.png?v=9,172500,4902430145350,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8006,,,False,0.0,0,https://appbigc.page.link/G3nHhwPwQPc9k8LC8, , ,
10,6920,3812,18,Dầu gội Head & Shoulders da đầu ngứa 850ML - 76193,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00883471-1.png?v=9,223400,4902430876193,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=6920,,,False,0.0,0,https://appbigc.page.link/b3FPmFza8GZjyHKT9, , ,
11,7930,3813,18,Dầu gội H&S cho da đầu ngứa 625ml - 79830,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00295755-1.png?v=9,172500,4902430379830,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7930,,,False,0.0,0,https://appbigc.page.link/PyY7tVJJWmCSo7a89, , ,
12,8008,3814,18,Dầu gội Head & Shoulders suôn mềm óng mượt 625ml - 85438,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00063774-0.png?v=9,172500,4902430285438,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8008,,,False,0.0,0,https://appbigc.page.link/uUZUZpLjFfdn56AL8, , ,
13,7964,3815,18,Dầu gội Head&Shoulders làm sạch gàu 850ml - 91272,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00946886-1.png?v=9,223400,4902430191272,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7964,,,False,0.0,0,https://appbigc.page.link/ZxauEjhCqXhFFWscA, , ,
14,8014,3816,18,Dầu gội H&S táo xanh 625ml - 27654,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00265143-1.png?v=9,172500,4902430427654,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8014,,,False,0.0,0,https://appbigc.page.link/oyQpnh3NWT37HbPS6, , ,
0,7668,3817,18,Dầu gội Head & Shoulders da dầu ngứa 1.2L - 76209,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00883472-1.png?v=9,296900,4902430876209,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7668,,,False,0.0,0,https://appbigc.page.link/vJNfn614WxkpoCcM8, , ,
1,172971,3818,18,Dầu Gội Trị Gàu Selsun 100ml - 33363,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00073256-0-1.png?v=9,83700,8935006533363,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=172971,,,False,,0,https://appbigc.page.link/MvYQAPui9mB7VJ868,,,
2,7641,3819,18,Dầu gội Head & Shoulders hương Chanh sảng khoái 1.2L - 61915,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00829021-1.png?v=9,296900,4902430861915,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7641,,,False,0.0,0,https://appbigc.page.link/YsPEuj6yACNzGtMb8, , ,
3,209900,3820,18,Dầu gội Clear bạc hà 340g - 11354,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00035493-0.png?v=9,104900,8934868011354,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=209900,,,False,0.0,0,https://appbigc.page.link/waimT4bQzYVYBKg37,,,
4,7697,3821,18,Dầu gội Head & Shoulders hương Chanh 850ml - 76186,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00883470-1.png?v=9,223400,4902430876186,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7697,,,False,0.0,0,https://appbigc.page.link/WnJTPLJS2NmZKC9a7, , ,
5,7997,3822,18,Dầu gội H&S hương chanh sảng khoái 625ml - 59553,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00318686-1.png?v=9,172500,4902430559553,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7997,,,False,0.0,0,https://appbigc.page.link/Andvnc9hsWYQ2pzu8, , ,
6,8011,3823,18,Dầu gội Head&Shoulder sach gàu 625ml - 92743,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00946885-1.png?v=9,172500,4902430192743,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8011,,,False,0.0,0,https://appbigc.page.link/ZDbvbVcX7mJKAqrf8, , ,
7,8000,3825,18,Dầu gội H&S zero băng lạnh 550ml - 57291,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00835249-1.png?v=9,143500,4902430857291,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=8000,,,False,0.0,0,https://appbigc.page.link/PabL4k9oMac3matR6, , ,
8,7731,3826,18,Dầu gội Head & Shoulders 1.8L Cho da đầu ngứa - 73937,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00946880-1.png?v=9,314900,4902430373937,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=7731,426300.0,,False,0.0,0,https://appbigc.page.link/d45pK2TSQU7FeSah9,Tặng 1 bình nước L&L 1.2L<br>- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.<br>- Giới hạn tối đa 3 quà tặng/1 khách hàng.,Tặng 1 bình nước L&L 1.2L- Áp dụng từ ngày 28.07 đến ngày 10.08 hoặc đến khi hết quà tặng.- Giới hạn tối đa 3 quà tặng/1 khách hàng.,
9,173044,3827,18,Dầu gội Thái Dương 3 200ml - 01046,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00574350-1.png?v=9,46500,8936007201046,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=173044,,,False,,0,https://appbigc.page.link/BhZMfKhy5YbJQN3QA,,,
10,259363,3828,18,Dầu gội Bạc Hà Mát Rượi Head & Shoulders 480ml - 81331,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00190924-0.png?v=9,146000,4902430281331,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=259363,,,False,0.0,0,https://appbigc.page.link/ZYvA9P4cbLgvABVPA, , ,
11,238670,3830,18,Dầu gội dược liệu Thái Dương 7 200ml - 01091,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00574352-1.png?v=9,109700,8936007201091,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=238670,,,False,,0,https://appbigc.page.link/2qb9iUiwa4kzvMFZA,,,
12,278160,3831,18,Dầu gội dược liệu Thái Dương 3 hương xanh lá 200ml  - 01008,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00574351-1.png?v=9,49200,8936007201008,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=278160,,,False,,0,https://appbigc.page.link/QBB9cCi1Y1Wqrfak8,,,
13,312092,3833,18,Dầu gội Rejoice 3in1 trị gàu 1.2L - 61908,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00829020-1.png?v=9,166900,4902430861908,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=312092,235200.0,,False,,0,https://appbigc.page.link/cWm4HMpUG9JMSgv56, , ,
14,278398,3835,18,Dầu gội H&S cho da đầu ngứa 350ml - 79557,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00237675-0.png?v=9,96600,4902430379557,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=278398,,,False,,0,https://appbigc.page.link/B2yCZdZ7arnwitu26, , ,
0,238672,3836,18,Dầu gội Head & Shoulders bạc hà mát rượi 350ml - 02032,https://cdn.go-vietnam.vn/thumb/240x240/sale-products/00063765-0.png?v=9,96600,4902430102032,,,False,http://dev-mobileapp.bigc.vn/index/order-product-detail.html?id=238672,,,False,,0,https://appbigc.page.link/cpNNurUaaGp1s5wh8, , ,
